"cliente","LTV","Deal","Revenue Share","Servico extra","corretagem","lt"
Expper Tecnologia - Assessoria Byline - Escopo Fechado(Tiago Mari De Souza Tecnologia Ltda),1799.97,1799.97,,,,1
Row Up Servicos De Inteligencia De Dados - Assessoria Byline - Escopo Fechado(Row Up Servicos De Inteligencia De Dados Ltda),1799.97,1799.97,,,,1
Moldpet Comercio Atacadista - Assessoria Byline - Escopo Fechado(Moldpet Industria De  Artigos Para Animais Ltda),1799.0,1799.0,,,,1
Siebra Servicos Especializados Para Construcao - Assessoria Byline - Escopo Fechado(Taynan Souza Siebra Engenharia),1799.0,1799.0,,,,1
Cbtec Aluguel De Equipamentos - Assessoria Byline - Escopo Fechado(Vitoria Tecnologia Da Informacao Ltda),1796.0,1796.0,,,,1
Mega Leiloes - Gestor Judicial. - Assessoria Byline - Escopo Fechado(Tgbfc Intermediacao De Ativos Ltda.),1795.0,1795.0,,,,1
Label Tag Industria De Etiquetas Ltda - Assessoria Byline - Escopo Fechado(Label Tag Industria De Etiquetas Ltda),1791.0,1791.0,,,,1
Prever - Assessoria Byline - Escopo Fechado(Prever Saude E Seguranca Do Trabalho Ltda),1791.0,1791.0,,,,1
Microcamp Guarulhos - Assessoria Byline - Escopo Fechado(Escola De Informatica E Idiomas Mc Guarulhos Ltda),1790.0,1790.0,,,,1
Marcelo Montrazi Point Orange - Assessoria Byline - Escopo Fechado(Marcelo Montrazi Point Orange),1788.0,1788.0,,,,1
Ebr Informatica - Assessoria Byline - Escopo Fechado(Ebr Informatica Ltda),1785.0,1785.0,,,,1
Patel Servicos Medicos S/S Ltda - Assessoria Byline - Escopo Fechado(Patel Servicos Medicos S/S Ltda),1784.0,1784.0,,,,1
Code Is Cool Br - Assessoria Byline - Escopo Fechado(Code Is Cool Br Ltda),1783.0,1783.0,,,,1
Espaço Meraki Terapias - Assessoria Byline - Escopo Fechado(Espaço Meraki Terapias),1783.0,1783.0,,,,1
Glass Company Arte E Decoracao Ltda - Assessoria Byline - Escopo Fechado(Glass Company Arte E Decoracao Ltda),1783.0,1783.0,,,,1
Hertz Solar - Assessoria Byline - Escopo Fechado(4sigma Solucoes Ltda),1783.0,1783.0,,,,1
Kauzze Calçados - Assessoria Byline - Escopo Fechado(Atrios Shoes Industria E Comercio De Calcados Ltda),1783.0,1783.0,,,,1
Pousada Rio Claro - Assessoria Byline - Escopo Fechado(Pousada Rondon Ltda),1783.0,1783.0,,,,1
Alroma - Máquinas Para Tijolos Ecológicos - Assessoria Byline - Escopo Fechado(Industria E Comercio De Tijolos Alroma Ltda),1782.98,1782.98,,,,1
Atrio Comercio De Persianas Ltda - Assessoria Byline - Escopo Fechado(Atrio Comercio De Persianas Ltda),1782.98,1782.98,,,,1
Cross Life - Assessoria Byline - Escopo Fechado(Cross Life Corretora De Seguros Ltda),1782.98,1782.98,,,,1
Faz Soluções Digitais - Assessoria Byline - Escopo Fechado(Wrs Treinamento E Desenvolvimento De Solucoes Digitais Ltda),1782.98,1782.98,,,,1
Kim Oliver Estética Especializada - Assessoria Byline - Escopo Fechado(Kimberlym De Oliveira Estetica Especializada Ltda),1782.98,1782.98,,,,1
Lhs Transportes - Assessoria Byline - Escopo Fechado(Lh Servicos De Transportes Ltda),1782.98,1782.98,,,,1
Weng Service - Assessoria Byline - Escopo Fechado(W J De Oliveira Silva Ltda),1782.98,1782.98,,,,1
Casa Da Gula - Assessoria Byline - Escopo Fechado(Padaria E Pastelaria Princesa Brasileira Ltda),1780.0,1780.0,,,,1
Madereira Santa Candida - Assessoria Byline - Escopo Fechado(Cjc Comercio De Madeiras Ltda),1780.0,1780.0,,,,1
Orquestra Monte Cristo - Assessoria Byline - Escopo Fechado(Orquestra Sinfonica Monte Cristo Ltda),1780.0,1780.0,,,,1
Aft Quimica - Assessoria Byline - Escopo Fechado(Aft Controle De Pragas Ltda),1774.0,1774.0,,,,1
Live Viagens Ltda - Assessoria Byline - Escopo Fechado(Live Viagens Ltda),1774.0,1774.0,,,,1
Madem Modas - Assessoria Byline - Escopo Fechado(Maria Do Carmo Schwederke),1774.0,1774.0,,,,1
Artcenarios - Assessoria Byline - Escopo Fechado(Art Cenarios Cenografia E Arte Pedagogica Ltda),1773.0,1773.0,,,,1
Conceito Vestibulares - Assessoria Byline - Escopo Fechado(Conceito Curso Pre Vestibular Ltda),1773.0,1773.0,,,,1
Jrgessojpa - Assessoria Byline - Escopo Fechado(Melino Santos Materiais De Construcao Ltda),1773.0,1773.0,,,,1
Maxtracer Sistemas E Consultoria Ltda - Assessoria Byline - Escopo Fechado(Maxtracer Sistemas E Consultoria Ltda),1773.0,1773.0,,,,1
Pizzaria Galpão - Assessoria Byline - Escopo Fechado(Pedro Diniz Ltda),1773.0,1773.0,,,,1
F/A Studio - Assessoria Byline - Escopo Fechado(F. A. Lima Tecnologia E Informatica),1771.0,1771.0,,,,1
Aicom Comercio E Servicos De Telecomunicacoes Ltda. - Assessoria Byline - Escopo Fechado(Aicom Comercio E Servicos De Telecomunicacoes Ltda.),1770.0,1770.0,,,,1
Dc Placas - Assessoria Byline - Escopo Fechado(Dc Industria De Placas Ltda),1766.0,1766.0,,,,1
Militex Solucoes Financeiras Ltda - Assessoria Byline - Escopo Fechado(Militex Solucoes Financeiras Ltda),1766.0,1766.0,,,,1
Guairaca Solucoes Ambientais Ltda - Assessoria Byline - Escopo Fechado(Guairaca Solucoes Ambientais Ltda),1765.0,1765.0,,,,1
Canoa Industria De Produtos De Limpeza - Assessoria Byline - Escopo Fechado(Fv Industria E Comercio De Produtos De Limpeza Ltda),1762.0,1762.0,,,,1
Las Paletitas - Assessoria Byline - Escopo Fechado(L P Distribuidora De Gelados Ltda),1762.0,1762.0,,,,1
Diferencial Autopeças - Assessoria Byline - Escopo Fechado(Almeida & Matos Ltda),1760.0,1760.0,,,,1
Mega Gráfica - Assessoria Byline - Escopo Fechado(Mega Grafica Ltda),1758.0,1758.0,,,,1
Sidim(Sidim Sistemas Ltda),1758.0,1758.0,,,,1
Home 55 - Assessoria Byline - Escopo Fechado(Distribuidora Home 55 Ltda),1755.0,1755.0,,,,1
Kathyana Garcia Unipessoal - Assessoria Byline - Escopo Fechado(Kathyana Garcia Unipessoal Ltda),1755.0,1755.0,,,,1
Ultimate Ppf - Assessoria Byline - Escopo Fechado(Ultimate Ppf Artigos Automotivos Ltda),1755.0,1755.0,,,,1
World-Comex Logistica E Assessoria Em Comercio Exterior - Assessoria Byline - Escopo Fechado(World-Comex Logistica E Assessoria Em Comercio Exterior Ltda),1755.0,1755.0,,,,1
Aldanth Assessoria E Servicos Empresariais Ltda - Assessoria Byline - Escopo Fechado(Aldanth Assessoria E Servicos Empresariais Ltda),1754.4,1754.4,,,,1
Grupo Unity - Assessoria Byline - Escopo Fechado(Service Company Ltda),1754.0,1754.0,,,,1
Pro Stitch(Pro Stitch) - Monetização,1752.56,1752.56,,,,2
Arthur Rodrigues Gomes Sociedade Individual De Advocacia - Assessoria Byline - Escopo Fechado(Arthur Rodrigues Gomes Sociedade Individual De Advocacia),1752.0,1752.0,,,,1
Abn Indenizacoes - Assessoria Byline - Escopo Fechado(Abn Indenizacoes Ltda),1750.0,1750.0,,,,1
Construtora Morangueira - Assessoria Byline - Escopo Fechado(Construtora E Incorporadora Morangueira Ltda),1750.0,1750.0,,,,1
Fórmula Pessoal - Assessoria Byline - Escopo Fechado(Fórmula Pessoal),1750.0,1750.0,,,,1
Palazzo Pizzaria - Assessoria Byline - Escopo Fechado(Eli Vania Dos Santos Kuhn De Souza),1750.0,1750.0,,,,1
Maracap Servicos De Intermediacao E Agenciamento De Negocios Ltda - Assessoria Byline - Escopo Fechado(Maracap Servicos De Intermediacao E Agenciamento De  Negocios Ltda),1747.0,1747.0,,,,1
Kissmann Implementos - Assessoria Byline - Escopo Fechado(Felipe Kissmann Ltda),1746.0,1746.0,,,,1
Agromaq(Djonathan Rafael Zamparoni Baioto 04881766112 ),1745.0,1745.0,,,,1
Lpclima - Assessoria Byline - Escopo Fechado(Lpclima Servicos Tecnicos Ltda),1745.0,1745.0,,,,1
Angel Protecao Veicular - Assessoria Byline - Escopo Fechado(Angel Baterias Ltda),1741.0,1741.0,,,,1
Ekoa Life Sciences - Assessoria Byline - Escopo Fechado(Imp Bioinsumos Ltda.),1741.0,1741.0,,,,1
Instituto Meus Labios De Boneca - Assessoria Byline - Escopo Fechado(Olinda Francieli Alcantara Lorentz Christimann),1741.0,1741.0,,,,1
Ticianelli Sociedade Individual De Advocacia - Assessoria Byline - Escopo Fechado(Ticianelli Sociedade Individual De Advocacia),1741.0,1741.0,,,,1
Prime Academia Praia Da Costa - Assessoria Byline - Escopo Fechado(Prime Academia Ltda),1737.0,1737.0,,,,1
Casa Aurea Ltda - Assessoria Byline - Escopo Fechado(Casa Aurea Ltda),1730.0,1730.0,,,,1
Rufinos Eventos Ltda - Assessoria Byline - Escopo Fechado(Rufinos Eventos Ltda),1722.0,1722.0,,,,1
Cfc Valderez - Assessoria Byline - Escopo Fechado(Centro De Formacao De Condutores Nova Hartz Ltda),1720.0,1720.0,,,,1
A3 - Assessoria Byline - Escopo Fechado(A3 Consultoria E Participacoes Ltda.),1718.0,1718.0,,,,1
Centro Educacional Adalberto Valle - Unidade I - Assessoria Byline - Escopo Fechado(Associacao Das Irmas Missionarias Capuchinhas),1718.0,1718.0,,,,1
Fockink Industrias Eletricas Ltda - Assessoria Byline - Escopo Fechado(Fockink Industrias Eletricas Ltda),1718.0,1718.0,,,,1
Igm Pneus - Assessoria Byline - Escopo Fechado(Renovadora De Pneus Igm Ltda),1718.0,1718.0,,,,1
Nity Bank Investimentos Ltda - Assessoria Byline - Escopo Fechado(Nity Bank Investimentos Ltda),1718.0,1718.0,,,,1
Jumpark - Assessoria Byline - Escopo Fechado(Jumpark Entretenimento Ltda),1716.0,1716.0,,,,1
Toca Dos Brindes - Assessoria Byline - Escopo Fechado(Toca Dos Brindes Comercio De Brindes Ltda),1715.23,1715.23,,,,1
Viveza Beauty - Assessoria Byline - Escopo Fechado(Viveza Beauty Cristiana Schinaider Salvador),1715.0,1715.0,,,,1
Colegio E Curso Decisao - Assessoria Byline - Escopo Fechado(Centro De Ensino Decisao Ltda),1714.97,1714.97,,,,1
Faculdade Gianna Beretta - Assessoria Byline - Escopo Fechado(Instituto Gianna Beretta De Educacao Superior Ltda),1713.79,1713.79,,,,1
Poltrona 1 Turismo Franqueadora - Assessoria Byline - Escopo Fechado(Blue Chip Viagens E Turismo Ltda),1713.79,1713.79,,,,1
Academia Jacarezinho - Assessoria Byline - Escopo Fechado(Vmcm Energia Locacao E Servicos Esportivos Ltda),1712.0,1712.0,,,,1
Acon - Assessoria Byline - Escopo Fechado(Acon Servicos Administrativos Ltda),1712.0,1712.0,,,,1
Aram Trust - Gestao Em Comercio Exterior Ltda - Assessoria Byline - Escopo Fechado(Aram Trust - Gestao Em Comercio Exterior Ltda),1712.0,1712.0,,,,1
Draxen Comercio De Produtos Gamer Ltda - Assessoria Byline - Escopo Fechado(Draxen Comercio De Produtos Gamer Ltda),1712.0,1712.0,,,,1
Hiper Popular Drogarias - Assessoria Byline - Escopo Fechado(Drogaria Gilcilene & Dmachado Ltda),1712.0,1712.0,,,,1
Instituto Do Sono De Osasco E Medicina  Diagnostica Ltda - Assessoria Byline - Escopo Fechado(Instituto Do Sono De Osasco E Medicina  Diagnostica Ltda),1712.0,1712.0,,,,1
Marcos Roberto Dos Santos Frozoni - Assessoria Byline - Escopo Fechado(Marcos Roberto Dos Santos Frozoni),1712.0,1712.0,,,,1
Mestre Da Obra Foz - Assessoria Byline - Escopo Fechado(Mdo Foz Locacao De Equipamentos Ltda),1712.0,1712.0,,,,1
Michel Da Silva Lima - Assessoria Byline - Escopo Fechado(Michel Da Silva Lima),1712.0,1712.0,,,,1
Prize Logistica E Transportes Ltda - Assessoria Byline - Escopo Fechado(Prize Logistica E Transportes Ltda),1712.0,1712.0,,,,1
Puro Riso - Assessoria Byline - Escopo Fechado(Puroriso Clinica Odontologica Ltda),1712.0,1712.0,,,,1
Safira Comercio De Marmores Ltda - Assessoria Byline - Escopo Fechado(Safira Comercio De Marmores Ltda),1712.0,1712.0,,,,1
W2 Digital - Assessoria Byline - Escopo Fechado(At Paineis Publicitarios  Ltda),1712.0,1712.0,,,,1
W3 Securitizadora S/A - Assessoria Byline - Escopo Fechado(W3 Securitizadora S/A),1712.0,1712.0,,,,1
Cd3 Odontologia - Assessoria Byline - Escopo Fechado(Cd3 Odontologia S/S),1707.0,1707.0,,,,1
Strong Muscle Gym - Assessoria Byline - Escopo Fechado(Gym Strong Muscle Ltda),1707.0,1707.0,,,,1
Tcs Sistemas - Assessoria Byline - Escopo Fechado(Tcs Servicos De Hospedagem E Locacao De Equipamentos Ltda),1706.59,1706.59,,,,1
Santa Fé Clínica - Assessoria Byline - Escopo Fechado(Johannes Lima Da Silva - Santa Fe Clinica),1706.0,1706.0,,,,1
Brasilian Blow Dry Hair Salon(Brasilian Blow Dry Hair Salon),1704.0,1704.0,,,,2
"2you Agencia De Viagens E Intermediacoes De Negocios Ltda - Assessoria Byline - Escopo Fechado(2you Agencia De Viagens E Intermediacoes De Negocios Ltda)",1700.0,1700.0,,,,1
Air-Bomm - Assessoria Byline - Escopo Fechado(Air-Bomm Tecnologia Ltda),1700.0,1700.0,,,,1
Aquaterrario Obras - Assessoria Byline - Escopo Fechado(Aquaterrario Obras Ltda),1700.0,1700.0,,,,1
Art Manipulacao - Assessoria Byline - Escopo Fechado(Moraes Manipulacao Ltda),1700.0,1700.0,,,,1
Astral Saude Ambiental Fortaleza - Assessoria Byline - Escopo Fechado(Bye Pest Solucoes E Saude Ambiental Ltda),1700.0,1700.0,,,,1
Carpa Brasil - Assessoria Byline - Escopo Fechado(Carpa Brasil Comercio E Artigos Para Peixes Ltda),1700.0,1700.0,,,,1
Clinica Medica Corcini Ltda - Assessoria Byline - Escopo Fechado(Clinica Medica Corcini Ltda),1700.0,1700.0,,,,1
Drogaria Renata - Assessoria Byline - Escopo Fechado(M. J. L. Martins & Cia Ltda),1700.0,1700.0,,,,1
Elite Geradores - Assessoria Byline - Escopo Fechado(Elite Geradores Ltda),1700.0,1700.0,,,,1
Enmed Medicina E Seguranca Do Trabalho - Assessoria Byline - Escopo Fechado(Enmed Saude E Seguranca Do Trabalho Ltda),1700.0,1700.0,,,,1
Glass Company - Assessoria Byline - Escopo Fechado(Glass Company Arte E Decoracao Ltda),1700.0,1700.0,,,,1
Hidraucambio Betim Ltda - Assessoria Byline - Escopo Fechado(Hidraucambio Betim Ltda),1700.0,1700.0,,,,1
Itatex - Assessoria Byline - Escopo Fechado(Itatex Industria E Comercio De Produtos Texteis Ltda),1700.0,1700.0,,,,1
J Negrao Consultoria Empresarial Ltda - Assessoria Byline - Escopo Fechado(J Negrao Consultoria Empresarial Ltda),1700.0,1700.0,,,,1
Jet Car Wash Company - Assessoria Byline - Escopo Fechado(Jet Car Wash Company),1700.0,1700.0,,,,1
Jumper - Assessoria Byline - Escopo Fechado(Jumper Norte Catarinense Ltda.),1700.0,1700.0,,,,1
Kaczalla Eletromoveis Ltda - Assessoria Byline - Escopo Fechado(Kaczalla Eletromoveis Ltda),1700.0,1700.0,,,,1
Kalatec Automacao - Assessoria Byline - Escopo Fechado(Kalatec Automacao Ltda.),1700.0,1700.0,,,,1
L G Costa Ltda - Assessoria Byline - Escopo Fechado(L G Costa Ltda),1700.0,1700.0,,,,1
Lbt - Laser Brasil Technology Comercio Importacao E Exportacao Ltda(Lbt - Laser Brasil Technology Comercio Importacao E Exportacao Ltda)(Lbt - Laser Brasil Technology Comercio Importacao E Exportacao Ltda.)(Lbt - Laser Brasil Technology Comercio Import...,1700.0,1700.0,,,,1
Lia Dias Pinheiro Dantas - Assessoria Byline - Escopo Fechado(Lia Dias Pinheiro Dantas),1700.0,1700.0,,,,1
Lojao Do Outlet - Assessoria Byline - Escopo Fechado(Lojao Do Outlet Ltda),1700.0,1700.0,,,,1
Lusa Financial - Assessoria Byline - Escopo Fechado(Lusa Financial),1700.0,1700.0,,,,1
Memphis Turismo - Assessoria Byline - Escopo Fechado(Memphis Agencia De Viagens E Turismo Ltda),1700.0,1700.0,,,,1
Mix Commerce Comercio E Artigos Em Geral Ltda - Assessoria Byline - Escopo Fechado(Mix Commerce Comercio E Artigos Em Geral Ltda),1700.0,1700.0,,,,1
Moniz Alto Center Mecanica Em Geral - Assessoria Byline - Escopo Fechado(Campos Feltrin Servicos De Alinhamento Ltda),1700.0,1700.0,,,,1
Nova Dyvcom Comercio E Servicos Ltda - Assessoria Byline - Escopo Fechado(Nova Dyvcom Comercio E Servicos Ltda),1700.0,1700.0,,,,1
Oftalmoclinica Americas - Assessoria Byline - Escopo Fechado(Retinocenter Recreio Servicos Medicos Ltda),1700.0,1700.0,,,,1
"Orion Uniformes E Epis - Assessoria Byline - Escopo Fechado(Orion Industria E Comercio De Uniformes, Epis E Tecidos Ltda.)",1700.0,1700.0,,,,1
Pandora - Assessoria Byline - Escopo Fechado(36.918.177 Presley Melo Freire),1700.0,1700.0,,,,1
Photo Energy(Photoenergy Ltda),1700.0,1700.0,,,,1
Polpa E Congelados - Assessoria Byline - Escopo Fechado(C. M. Comercio De Alimentos Congelados Ltda),1700.0,1700.0,,,,1
Ps Digital Comercio Ltda - Assessoria Byline - Escopo Fechado(Ps Digital Comercio Ltda),1700.0,1700.0,,,,1
Roseli Greco Life Coach - Assessoria Byline - Escopo Fechado(Roseli Greco Life Coach),1700.0,1700.0,,,,1
Rs Maquinas E Implementos Agricolas - Assessoria Byline - Escopo Fechado(Rodrigo Niedzulka De Santi),1700.0,1700.0,,,,1
San Rafael Transportes - Assessoria Byline - Escopo Fechado(Srt Transportes Ltda),1700.0,1700.0,,,,1
Sartori Auto Pecas - Assessoria Byline - Escopo Fechado(Sartori Auto Pecas E Servicos Ltda),1700.0,1700.0,,,,1
Terramax Industrial - Assessoria Byline - Escopo Fechado(Saframax Industrial Ltda),1700.0,1700.0,,,,1
The Ideias Artes Graficas Ltda - Assessoria Byline - Escopo Fechado(The Ideias Artes Graficas Ltda),1700.0,1700.0,,,,1
Vfb Brasil Ltda - Assessoria Byline - Escopo Fechado(Vfb Brasil Ltda),1700.0,1700.0,,,,1
"9net, Ti Telecom E Servicos Ltda - Assessoria Byline - Escopo Fechado(9net, Ti Telecom E Servicos Ltda)",1699.0,1699.0,,,,1
Midiauto Ltda - Assessoria Byline - Escopo Fechado(Midiauto Ltda),1699.0,1699.0,,,,1
Tarquinio Law Firm - Assessoria Byline - Escopo Fechado(Tarquinio Law Firm),1695.0,1695.0,,,,1
Bliss & Blade Hair Stylist Llc(Bliss & Blade Hair Stylist Llc),1692.88,1692.88,,,,2
An Comercio Digital Ltda(An Comercio Digital Ltda),1690.0,1690.0,,,,1
Moveis Passos Ltda - Assessoria Byline - Escopo Fechado(Moveis Passos Ltda),1690.0,1690.0,,,,1
Prime Marble Shop - Assessoria Byline - Escopo Fechado(Lf Distribuidora De Produtos E Servicos Ltda),1690.0,1690.0,,,,1
Rei Do Rodape Importacao E Exportacao De Pisos E Rodapes Ltda - Assessoria Byline - Escopo Fechado(Rei Do Rodape Importacao E Exportacao De Pisos E Rodapes Ltda),1690.0,1690.0,,,,1
Colegio Geracao Z - Assessoria Byline - Escopo Fechado(Colegio Geracao Z Ltda),1680.0,1680.0,,,,1
Rgk Investimentos Imobiliarios - Assessoria Byline - Escopo Fechado(Rgk Investimentos Imobiliarios Ltda),1680.0,1680.0,,,,1
Brb Advogados - Assessoria Byline - Escopo Fechado(Brb Advogados),1669.0,1669.0,,,,1
G7 Accounting Group - Assessoria Byline - Escopo Fechado(G7 Acelerador Tributario Ltda),1665.0,1665.0,,,,1
Impex Brasil - Assessoria Byline - Escopo Fechado(Impex Comercio E Servicos Ltda),1663.0,1663.0,,,,1
Girassol Encantado - Assessoria Byline - Escopo Fechado(Marielen Rigo Roso),1660.0,1660.0,,,,1
"Luana Ramalho, Fabricacao, Comercio, Importacao E Exportacao Ltda(Luana Ramalho, Fabricacao, Comercio, Importacao E Exportacao Ltda)",1656.0,1656.0,,,,1
Mtm Eletro - Climatizacao E Solucoes Em Energia Solar - Assessoria Byline - Escopo Fechado(Mtm Eletro - Climatizacao E Solucoes Em Energia Solar Ltda),1655.0,1655.0,,,,1
Calcario Ouro Branco Ltda - Assessoria Byline - Escopo Fechado(Calcario Ouro Branco Ltda),1654.0,1654.0,,,,1
Doce Lar Com De Decoração Ltda - Assessoria Byline - Escopo Fechado(Doce Lar Comercio De Decoracao Ltda),1654.0,1654.0,,,,1
Empresas Eco Ltda - Assessoria Byline - Escopo Fechado(Empresas Eco Ltda),1654.0,1654.0,,,,1
Brasbol Servicos Medicos - Assessoria Byline - Escopo Fechado(Nicole Rocha Mendizabal),1650.0,1650.0,,,,1
Escola Crianca E Companhia - Assessoria Byline - Escopo Fechado(Magmar-Escola De Criancas Ltda),1650.0,1650.0,,,,1
Hostbits Servicos De Internet Ltda - Assessoria Byline - Escopo Fechado(Hostbits Servicos De Internet Ltda),1650.0,1650.0,,,,1
Power Printer Automacao E Codificacao Industrial Ltda - Assessoria Byline - Escopo Fechado(Power Printer Automacao E Codificacao Industrial Ltda)(Power Printer Automacao E Codificacao Industrial Ltda) - Monetização,1650.0,1650.0,,,,1
Uks Quartzo Exportadora E Importadora - Assessoria Byline - Escopo Fechado(Uirajara Gomes Ltda),1650.0,1650.0,,,,1
Panda Videos Ltda - Assessoria Byline - Escopo Fechado(Panda Videos Ltda),1642.0,1642.0,,,,1
Adega Trabulsi - Assessoria Byline - Escopo Fechado(Adega E Conveniencia Trabulsi Ltda),1640.0,1640.0,,,,1
Global Credit - Assessoria Byline - Escopo Fechado(Global Credit Sistemas Ltda),1640.0,1640.0,,,,1
Loteria 106 - Assessoria Byline - Escopo Fechado(Casa Loterica 106 Sul Ltda),1640.0,1640.0,,,,1
Sempre Soft - Assessoria Byline - Escopo Fechado(Acr Comercio E Manutencao De Aparelhos Eletricos E Eletronicos Ltda),1640.0,1640.0,,,,1
Studio Sorrir - Assessoria Byline - Escopo Fechado(Studio Sorrir),1640.0,1640.0,,,,1
Casa Professor Aragão - Assessoria Byline - Escopo Fechado(Casa De Saude Professor Wilson Aragao Ltda),1636.0,1636.0,,,,1
Daniel Moraes Advocacia Especializada - Assessoria Byline - Escopo Fechado(Daniel Moraes Advocacia Especializada),1636.0,1636.0,,,,1
Amazonia Bliss - Assessoria Byline - Escopo Fechado(Amazonia Bliss),1635.0,1635.0,,,,1
Allclean Mt - Assessoria Byline - Escopo Fechado(Damasceno & Alves Ltda),1631.0,1631.0,,,,1
Sol - Assessoria Byline - Escopo Fechado(Cfi Comercio E Atacadista Ltda),1631.0,1631.0,,,,1
"53.393.151 Annas Ammar Mohd Abdallah - Assessoria Byline - Escopo Fechado(53.393.151 Annas Ammar Mohd Abdallah)",1618.0,1618.0,,,,1
Bonacci Estetica Avancada - Assessoria Byline - Escopo Fechado(Patricio Da Silva Cardoso Barros),1618.0,1618.0,,,,1
Carinho De Bicho - Hospital Veterinario - Assessoria Byline - Escopo Fechado(Palma & Maia Pet Shop Ltda),1618.0,1618.0,,,,1
Croi - Centro De Reabilitacao Oral E Implantodontia - Assessoria Byline - Escopo Fechado(Croi Centro De Reabilitacao Oral E Implantodontia),1618.0,1618.0,,,,1
Exa Internet - Assessoria Byline - Escopo Fechado(Exa Internet E Comunicacoes Ltda),1618.0,1618.0,,,,1
